Scenario,dhw_flow_rate,equipment_density,heating_set_point,infiltration,lighting_density,NG_MAPE,NG_CV-RMSE,Elec_MAPE,Elec_CV-RMSE,TOE_MAPE,TOE_CV-RMSE
S1516,0.000111,5.0,20,0.4,5.0,0.21838007042642862,0.36473984828369477,0.25137350763931177,0.19173949215162758,0.1367077825600411,0.17235895605348006
S1263,8.38e-05,7.5,22,0.3,10.0,0.28847224444371355,0.4050037954428534,1.0686151051840904,0.4751028387474515,0.17362078997992522,0.17254497163924049
S561,5.65e-05,5.0,22,0.3,5.0,0.30846034467661804,0.2864284974203218,0.2521155092287077,0.1913737381521431,0.1626829383577,0.17260578109702882
S918,5.65e-05,10.0,20,0.4,10.0,0.5921585462499404,1.5507325686433195,1.3519012102803705,0.5352777205538494,0.15119895658843635,0.1726064634198446
S1912,0.000111,10.0,20,0.3,7.5,0.34470305566117027,0.8470075129034439,1.0689329360452,0.47520006131082376,0.16431114303260494,0.17270222780334918
S1034,8.38e-05,5.0,21,0.2,12.5,0.4611436262022077,1.1044391104211044,1.0698698753410518,0.4753041818056706,0.14205098992691925,0.1727069240229855
S1133,8.38e-05,6.25,21,0.2,10.0,0.44760588152944053,1.015580010837465,0.9275119841440703,0.4392250416416462,0.12992895111671973,0.1728219649669402
S247,2.93e-05,7.5,21,0.5,7.5,0.542680927659636,0.8239247571180461,0.778266629698924,0.39639135987328894,0.14159189246131984,0.1728953790192953
S446,2.93e-05,10.0,21,0.5,5.0,0.5446402182292557,0.8320012666262895,0.7796286748492655,0.39684170549430153,0.141249540433359,0.17295004390909596
S358,2.93e-05,8.75,22,0.2,10.0,0.5779935264257428,1.2994151762477153,1.2149465452340755,0.5080165981943864,0.140104611527198,0.17301477590700132
S143,2.93e-05,6.25,21,0.4,10.0,0.6143547347680657,1.1946825887091748,0.9229899777200009,0.4381006144879452,0.13356489400351867,0.17302878603530883
S369,2.93e-05,8.75,22,0.4,12.5,0.5051911009820403,0.8269754276803343,1.4954562440567338,0.560979665528375,0.17539076700401227,0.17308010637769303
S1151,8.38e-05,6.25,22,0.1,5.0,0.3076467192802362,0.4601173131745948,0.36197692756893013,0.2416926110312667,0.13044422246381757,0.17318860598629868
S1619,0.000111,6.25,20,0.4,12.5,0.3180714280668094,0.7175126588630373,1.2094433287808675,0.5068117720479229,0.18462663763461573,0.17320045254312974
S471,2.93e-05,10.0,22,0.5,5.0,0.3977728531368945,0.37429797139897864,0.7795027919736763,0.39676489791124786,0.1303824379464231,0.1732938757536297
S48,2.93e-05,5.0,21,0.5,10.0,0.5430766004953219,0.8252730921340815,0.7782798150254497,0.39639116055172535,0.14189947168864098,0.1733580403779301
S1548,0.000111,5.0,21,0.5,10.0,0.199628060214882,0.2801600336093868,0.7771817537066767,0.3959475254736484,0.1296267897962071,0.17340524252489872
S1167,8.38e-05,6.25,22,0.4,7.5,0.22499411062184613,0.21163174518214778,0.6372065363239544,0.34997498506596286,0.13866773468922547,0.17349502329686167
S1857,0.000111,8.75,22,0.2,7.5,0.21744465302886098,0.3852996972659094,0.9292243153234209,0.4397842105776622,0.17875131162870997,0.17354993930516488
S350,2.93e-05,8.75,21,0.5,15.0,0.6619223423856322,1.5768566129947834,1.7799175821808888,0.6045328835914837,0.18075262684031254,0.17363588385885803
S1219,8.38e-05,7.5,20,0.4,12.5,0.4633541053248941,1.098646650129797,1.3519672668422318,0.5353324065678319,0.17702293647858305,0.1737269902543418
S640,5.65e-05,6.25,21,0.3,15.0,0.5900590655782804,1.5580982231958915,1.498307782247843,0.5614891731592371,0.1704429189996548,0.17376573980925464
S656,5.65e-05,6.25,22,0.2,5.0,0.36312368761433506,0.45205466038234465,0.36150441248157666,0.24138083215534686,0.14906297034396873,0.17385113559011459
S1961,0.000111,10.0,22,0.3,5.0,0.15409421627720518,0.2207272806186637,0.7825857358394447,0.3975306128516902,0.17268165815296213,0.1739168661652682
S74,2.93e-05,5.0,22,0.5,12.5,0.40875392224284296,0.43932167637582026,1.0631800407199845,0.473796460731947,0.13882224457605644,0.1740643617870685
S1818,0.000111,8.75,20,0.4,10.0,0.3194841767546262,0.7239624123123272,1.21067496104746,0.5071785540299063,0.18549967636818232,0.17411106468426632
S342,2.93e-05,8.75,21,0.4,7.5,0.6158946317756224,1.204255563004494,0.9239341837081904,0.4384055052636393,0.1341746741235314,0.17427882589132
S1418,8.38e-05,10.0,20,0.4,10.0,0.46319079039961913,1.0977021956532018,1.3533824683560907,0.5356828700272631,0.17808348029655363,0.1745477270588374
S1166,8.38e-05,6.25,22,0.4,5.0,0.21506553738355746,0.20642474413963774,0.3614375087297004,0.24099355651133386,0.13432741989451955,0.17460687377975645
S73,2.93e-05,5.0,22,0.5,10.0,0.3966382633450635,0.3730582324650549,0.7784753773936296,0.39642000506272895,0.13134327226346382,0.17470138790211062
S839,5.65e-05,8.75,21,0.3,12.5,0.5914358366254636,1.5727923368343129,1.498621685486073,0.5615738210211907,0.17069991911027693,0.17479607799674082
S1233,8.38e-05,7.5,21,0.2,10.0,0.46240176996258114,1.1125457939669456,1.072241893943261,0.4759909867998694,0.14436376720972935,0.17481534958539768
S868,5.65e-05,8.75,22,0.4,10.0,0.3643530269191341,0.4708237172375076,1.210152261919418,0.5070428635520196,0.17493065360018545,0.17486099657685086
S373,2.93e-05,8.75,22,0.5,10.0,0.42185655682072515,0.4998691433567667,1.2074538544149427,0.5064412776969739,0.15205687746903226,0.17488516067120716
S1658,0.000111,6.25,22,0.2,10.0,0.21220346923978303,0.3675561025284598,0.9274606411775453,0.4391337059432272,0.1792181956726829,0.17504656700900173
S719,5.65e-05,7.5,20,0.4,12.5,0.5947873700920189,1.57666099309253,1.3528618861745227,0.5355698917755681,0.15307134550902565,0.17525098375012602
S737,5.65e-05,7.5,21,0.3,7.5,0.5133411807448643,0.9793800715665221,0.7820707640727017,0.3972429219137,0.12609388259139534,0.1753214202810456
S963,5.65e-05,10.0,22,0.3,10.0,0.4314046487427163,0.7303627472190898,1.3553741048756625,0.5359922568294895,0.18273589009009686,0.17540577970894722
S565,5.65e-05,5.0,22,0.3,15.0,0.4284248536317623,0.7144648681478029,1.35363206766824,0.5355318817255936,0.18200860847421604,0.1754575597978843
S1563,0.000111,5.0,22,0.3,10.0,0.15346744890379785,0.21855773401811115,0.7823794553714462,0.3974200419650455,0.17417831067739661,0.17545987081582998
S345,2.93e-05,8.75,21,0.4,15.0,0.7051239469646305,2.085885582606984,1.781958527131012,0.6047909647591728,0.1835966294082146,0.17558152674837402
S718,5.65e-05,7.5,20,0.4,10.0,0.5670964183696029,1.3255763905370566,1.0667096560053244,0.474739359244167,0.13288556413567554,0.17586203352599228
S764,5.65e-05,7.5,22,0.3,12.5,0.4320646901379061,0.7305254366454824,1.3552761492724097,0.5359950605905406,0.18286801486963902,0.17595874974623496
S1232,8.38e-05,7.5,21,0.2,7.5,0.4309198315875961,0.9174195729166602,0.7836526938259851,0.3976743587090387,0.12372818470597041,0.17609222999870347
S1762,0.000111,7.5,22,0.3,7.5,0.1539446926168609,0.21864695724482253,0.7823246234495901,0.3974110115958986,0.17462720446033242,0.17609441699593184
S1153,8.38e-05,6.25,22,0.1,10.0,0.37386582315042266,0.7438883003726472,0.931106352739481,0.4401970154581396,0.15732940971012005,0.17619184532562993
S1266,8.38e-05,7.5,22,0.4,5.0,0.21725176708780347,0.2053020633585229,0.4930946160150858,0.29694690650576583,0.134341353693629,0.17620775587233264
S60,2.93e-05,5.0,22,0.2,15.0,0.5930919747837312,1.4197098144081093,1.3570385286172744,0.536239415263435,0.15845918941503262,0.17628469387638715
S1146,8.38e-05,6.25,21,0.5,5.0,0.28668816495171817,0.32003309518986695,0.36116163318948197,0.24095605380392537,0.13729944254183662,0.1763524413331222
S1332,8.38e-05,8.75,21,0.2,7.5,0.4506526819447074,1.0336763340597264,0.9290273585828173,0.43975166476732597,0.13304590188975565,0.17651115411172172
S458,2.93e-05,10.0,22,0.2,10.0,0.5922850878286665,1.41593816232407,1.3576325898239512,0.5363700929062628,0.15899753061488608,0.1765693056547212
S1068,8.38e-05,5.0,22,0.4,10.0,0.23078610271844124,0.22745329844020276,0.7805200420406893,0.3969772921638362,0.1539365678287962,0.17664652393152552
S1823,0.000111,8.75,20,0.5,10.0,0.2801906872149594,0.5687178706606631,1.2082026472840892,0.5066480226432768,0.18374884999847482,0.17689658002240005
S1432,8.38e-05,10.0,21,0.2,7.5,0.46469788111062726,1.1278521184350043,1.0724342614989284,0.4760833259182008,0.1462473756360517,0.17706460752739378
S538,5.65e-05,5.0,21,0.3,10.0,0.5147130098150318,0.9864437931535391,0.781847110533688,0.39726231029219267,0.12713196202330526,0.1770738617918561
S669,5.65e-05,6.25,22,0.4,12.5,0.3610894865837069,0.4582599122260173,1.2086763382835366,0.5065856743550773,0.17733633135320084,0.17723867500630774
S944,5.65e-05,10.0,21,0.4,12.5,0.5621666731475553,1.3091651053893696,1.6385727237470284,0.5839870928012797,0.19067161106122046,0.17727919112167648
S1466,8.38e-05,10.0,22,0.4,5.0,0.23079944736559135,0.22673435829484445,0.7802869446903387,0.39687682564526766,0.1545013726244069,0.17736860675148697
S1847,0.000111,8.75,21,0.5,7.5,0.207697179271601,0.31129975537884425,0.9225073001477339,0.4381450538551307,0.15533876364359422,0.17737486875937683
S745,5.65e-05,7.5,21,0.4,15.0,0.562532736274752,1.3117756916708412,1.6385624090282336,0.5839962744140713,0.19077860382627657,0.17737601577401255
S1033,8.38e-05,5.0,21,0.2,10.0,0.43232267392190193,0.9238941263636173,0.783480497315218,0.3976502913012772,0.12484415722330632,0.17745067652123697
S1624,0.000111,6.25,20,0.5,12.5,0.27768369661717046,0.5603438528814616,1.2076345539072346,0.5064879114214372,0.18436199781666404,0.17758328875546753
S917,5.65e-05,10.0,20,0.4,7.5,0.5686901467413986,1.3388571777959557,1.067829535312828,0.4750846212003182,0.13399893975426244,0.17763540397425998
S257,2.93e-05,7.5,22,0.2,7.5,0.5273570259423365,0.9505460802840903,0.7850885896217807,0.39814096738621874,0.12899601796885216,0.17830189458420184
S1267,8.38e-05,7.5,22,0.4,7.5,0.23072838733787207,0.22598173790095347,0.7797834327963468,0.3967218478721489,0.15580125639801587,0.17859043194840055
S259,2.93e-05,7.5,22,0.2,12.5,0.5930874032936545,1.427775420776454,1.3582417812603158,0.5365556739006656,0.16099129137049673,0.17870692828252813
S174,2.93e-05,6.25,22,0.5,12.5,0.4213572739154257,0.4881934175394028,1.2068818089919555,0.5062837016542877,0.15608225008607834,0.17903687642994326
S1333,8.38e-05,8.75,21,0.2,10.0,0.47386830128945623,1.1952731892460542,1.214403173990848,0.5078130110374375,0.16402315301813855,0.17914964221638316
S936,5.65e-05,10.0,21,0.3,5.0,0.5171455215605676,1.0013228989593745,0.7826543066564532,0.39753649291372756,0.12729561204383164,0.17937747536176615
S725,5.65e-05,7.5,20,0.5,15.0,0.5786630326891286,1.4249655937904948,1.6356536541911881,0.5834957871795836,0.19060270626113052,0.1796848886045736
S1352,8.38e-05,8.75,22,0.1,7.5,0.376416540670427,0.7479298308797555,0.931779127459738,0.4404032261962003,0.16047195893882898,0.1798606091017259
S1843,0.000111,8.75,21,0.4,10.0,0.25416650965210197,0.48926532170105524,1.208745387849068,0.5066179149521964,0.18793290719961334,0.17992986228358368
S746,5.65e-05,7.5,21,0.5,5.0,0.4054064849665124,0.48363648404039505,0.4934394377096915,0.29728591429187773,0.15164080752138878,0.17994243713370345
S620,5.65e-05,6.25,20,0.4,15.0,0.6034642517893704,1.6679040297664613,1.4950139498050337,0.5608811056726527,0.16964703416571372,0.17996351509466538
S371,2.93e-05,8.75,22,0.5,5.0,0.39031289494116145,0.3497655660377462,0.636764093472663,0.3499590339100555,0.14861275401452198,0.18003879081031599
S58,2.93e-05,5.0,22,0.2,10.0,0.5288777281978528,0.955186630305204,0.7847148447905027,0.39806437661866123,0.13045957920046086,0.18024201340968082
S1644,0.000111,6.25,21,0.4,12.5,0.2533350982030867,0.48670118140706736,1.2086094483891678,0.5065657499963254,0.18817792335084593,0.1804123900173196
S924,5.65e-05,10.0,20,0.5,12.5,0.5810928797253457,1.4467610959874546,1.6370792806488144,0.5838167548263223,0.1913375270635819,0.18061623770240334
S40,2.93e-05,5.0,21,0.3,15.0,0.7055565057344418,2.095846502663186,1.3539053159606915,0.5356166805741348,0.1379852649273515,0.18061691086305254
S1648,0.000111,6.25,21,0.5,10.0,0.20648757241467172,0.30450465018154943,0.9208566706723683,0.43756029239680483,0.1575152310703498,0.18070637267373577
S547,5.65e-05,5.0,21,0.5,7.5,0.40444932445654086,0.47654155571724577,0.4923621506446343,0.29686379029139265,0.15234139283964457,0.18079589360264364
S422,2.93e-05,10.0,20,0.5,7.5,0.6555977620599411,1.4955355956414151,1.0644129027701192,0.4741880782417489,0.13535532956538293,0.18086341562481736
S1134,8.38e-05,6.25,21,0.2,12.5,0.47529385122756707,1.205851280018925,1.2151507575898115,0.5080527330186279,0.16527998926473442,0.18088624621717025
S1014,8.38e-05,5.0,20,0.3,12.5,0.47180467825767186,1.157148387036109,1.0678878385167827,0.4748648171319246,0.1475138413254572,0.181022022805208
S24,2.93e-05,5.0,20,0.5,12.5,0.6555527927344248,1.4947237108843419,1.0639121005044323,0.4740652580106081,0.13559754968627494,0.18102762709941317
S223,2.93e-05,7.5,20,0.5,10.0,0.655879131542401,1.497629186797479,1.0643580512607433,0.4741752179174275,0.13543542814358914,0.18115338652730537
S1431,8.38e-05,10.0,21,0.2,5.0,0.43497237491902924,0.9397508694634834,0.7852568280008333,0.3982428725763198,0.12741403107865792,0.18115988189825263
S456,2.93e-05,10.0,22,0.2,5.0,0.5303433368152318,0.9497678332512334,0.7846946535820619,0.3980206058726277,0.13155142978034964,0.18151387449337678
S819,5.65e-05,8.75,20,0.4,12.5,0.6050748940015193,1.6855388365973674,1.4963654726647162,0.5612041061012796,0.17108872136071732,0.18161711995668892
S1136,8.38e-05,6.25,21,0.3,5.0,0.3307805737694746,0.5043693286834826,0.361459270687938,0.24125740696945663,0.14450418749845906,0.18171185329971082
S140,2.93e-05,6.25,21,0.3,15.0,0.7202251614908094,2.3218401270375892,1.4980167860328262,0.5614384315103772,0.15135392686185287,0.18189213302738866
S325,2.93e-05,8.75,20,0.5,15.0,0.7237973551510074,2.3320899340687054,1.779436128579426,0.604442105773239,0.1832949282762055,0.18191150891861654
S1121,8.38e-05,6.25,20,0.5,5.0,0.3237626685834039,0.4544882597446588,0.36112738335380445,0.24093911032136217,0.1515445119584403,0.1825547898838127
S1066,8.38e-05,5.0,22,0.4,5.0,0.2156743793305701,0.21412158078374977,0.25132737851347325,0.19141618027968876,0.15401289876178464,0.18263000726785508
S1634,0.000111,6.25,21,0.2,12.5,0.34556753510763133,0.8694038456852288,1.214385841720996,0.5078293149978638,0.18727993757228845,0.18265690432372222
S560,5.65e-05,5.0,22,0.2,15.0,0.48043315947241827,1.0129224649030155,1.3581100627921476,0.5365372839766591,0.18077528070926044,0.18310943485230718
S1216,8.38e-05,7.5,20,0.4,5.0,0.3726010522696099,0.6381960183179162,0.4946190797349703,0.29744650987165866,0.13686976556427613,0.18313899781890952
S1168,8.38e-05,6.25,22,0.4,10.0,0.23721583630307763,0.25464314263085575,0.9240746911247272,0.4385126520882364,0.17595307205529487,0.18332612327774375
S1833,0.000111,8.75,21,0.2,10.0,0.34602720216075217,0.8715385962255309,1.2153345327159646,0.5081130454104256,0.18775050905767074,0.1833466681172426
S1448,8.38e-05,10.0,21,0.5,10.0,0.3566097871947942,0.5941679114993829,1.3512861628247066,0.5353109049632702,0.18371451571874411,0.18339094532243008
S1653,0.000111,6.25,22,0.1,10.0,0.2646875324932332,0.5449331127438304,0.9311160978816053,0.4401748021249239,0.178454678184109,0.183430436711661
S1213,8.38e-05,7.5,20,0.3,10.0,0.4741454170785195,1.174248568111706,1.0681510693737206,0.4749673956880529,0.14919557114348353,0.18353488226573084
S817,5.65e-05,8.75,20,0.4,7.5,0.5500505134953425,1.1958540146640757,0.9231847554123441,0.4381191810591771,0.13199030619933158,0.18366260069101034
S958,5.65e-05,10.0,22,0.2,10.0,0.481350589418343,1.0185313730413814,1.3586629913170338,0.536668486929764,0.1814871598140958,0.1837425635469507
S1546,0.000111,5.0,21,0.5,5.0,0.1829519310816672,0.2508077424758991,0.25047489429106273,0.1917782539725545,0.12741187095345616,0.1839675896056017
S1249,8.38e-05,7.5,21,0.5,12.5,0.35558248787540686,0.5908342802532174,1.351109957065254,0.5352813328214807,0.18425827310247223,0.18399533378880853
S618,5.65e-05,6.25,20,0.4,10.0,0.5504569424632039,1.19852799914229,0.9229416224017638,0.43806497583384385,0.1322682885637401,0.18411053623603008
S1017,8.38e-05,5.0,20,0.4,7.5,0.37367533679467774,0.6420510278240947,0.4944189904259298,0.2975231178561046,0.1372132928681667,0.1841539906649757
S172,2.93e-05,6.25,22,0.5,7.5,0.3884184334983641,0.34453695537045786,0.6348074584918358,0.34924595055053637,0.15259322115456345,0.1842209212952401
S1113,8.38e-05,6.25,20,0.3,10.0,0.4599037088027676,1.0747735177887259,0.9243912535576501,0.4383578259818756,0.138244087472374,0.18431582319648346
S1852,0.000111,8.75,22,0.1,7.5,0.2649925799807873,0.5451659900809203,0.9308722931114315,0.4401080854746292,0.17931499456198938,0.184316145209845
S1050,8.38e-05,5.0,21,0.5,15.0,0.3536845998498446,0.5847394279840931,1.3500004131350016,0.5349735816010093,0.18471766559931693,0.1843350544538358
S339,2.93e-05,8.75,21,0.3,12.5,0.7228776843614289,2.366163796761441,1.49833015002209,0.5615108346888026,0.1525528691007004,0.18444157900038122
S949,5.65e-05,10.0,21,0.5,12.5,0.5181620954673953,1.0097721029506947,1.637398073167225,0.5838913375548408,0.19276783412019452,0.18447271736121812
S1614,0.000111,6.25,20,0.3,12.5,0.3549263610255584,0.9034240809515734,1.211284737432704,0.5071306926286154,0.1859764834822231,0.18447366683735542
S750,5.65e-05,7.5,21,0.5,15.0,0.5163450224134595,0.9994394815557921,1.6364959426453314,0.5836998705689801,0.19280006882517986,0.1848428992514761
S759,5.65e-05,7.5,22,0.2,12.5,0.4812500749954711,1.0048818661578733,1.3583072307652635,0.5365798169504079,0.18206816132580986,0.18501207709853273
S1125,8.38e-05,6.25,20,0.5,15.0,0.43672351583745894,0.9355104343409824,1.4930111465139289,0.5605988991177399,0.1981944164832955,0.18510042644181868
S1412,8.38e-05,10.0,20,0.3,7.5,0.47502064225823587,1.180779059262856,1.070001669139905,0.4755052337480024,0.1510044726165932,0.18514419970281878
S438,2.93e-05,10.0,21,0.3,10.0,0.7093878576954893,2.150272668486196,1.3561987735602365,0.5362147127807826,0.14095461086745883,0.1852596289406158
S239,2.93e-05,7.5,21,0.3,12.5,0.7096110223148498,2.1541686509188365,1.355383400836793,0.5360128281626619,0.1408247394927521,0.18529593780074044
S1145,8.38e-05,6.25,21,0.4,15.0,0.41532728422950543,0.8350098510091479,1.4951983643023432,0.5609163425951297,0.19754695212817286,0.18547882252673223
S1344,8.38e-05,8.75,21,0.4,12.5,0.41770549853377176,0.846846574765455,1.4960244470431023,0.5611417998450633,0.19809419179463938,0.18553209281338867
S1611,0.000111,6.25,20,0.3,5.0,0.271081540824688,0.530678856982867,0.3615675376542807,0.24121062685527755,0.13028426198566745,0.1856114929856262
S1324,8.38e-05,8.75,20,0.5,12.5,0.43826272898210816,0.9442607175966482,1.4943483920822829,0.5609154297656648,0.19902517972336797,0.18562474286366865
S1531,0.000111,5.0,21,0.2,5.0,0.2354308752073234,0.4265765676436473,0.253335498579428,0.19178480054793623,0.13164784376616792,0.18594626529266628
S1339,8.38e-05,8.75,21,0.3,12.5,0.4593716879551812,1.0919000349072516,1.4975333026755049,0.5613025829081234,0.20023627010394196,0.18599126391079476
S1813,0.000111,8.75,20,0.3,10.0,0.3560378347814294,0.9098723735518363,1.2127522017487975,0.5075628881099136,0.18705020337560951,0.1859938529529847
S1159,8.38e-05,6.25,22,0.2,12.5,0.3564052536880653,0.6557982935022235,1.2149295760354581,0.5080083742071162,0.19408310034424245,0.18612846216214013
S542,5.65e-05,5.0,21,0.4,7.5,0.42759916235527023,0.606807245866038,0.49397737837954553,0.29724157084206265,0.15812141127073706,0.186230347160838
S265,2.93e-05,7.5,22,0.3,15.0,0.5742022055483865,1.2662909845776595,1.6415772420838592,0.5844875714145794,0.19652201854950627,0.1863322957700402
S1114,8.38e-05,6.25,20,0.3,12.5,0.4857552079058041,1.2631652065346812,1.2115414746771143,0.5072215082405814,0.16406916497612697,0.18641641286314353
S75,2.93e-05,5.0,22,0.5,15.0,0.43630808363485474,0.5466713192122266,1.349892268528638,0.534961146967005,0.18076147562645348,0.18655938498284155
S1358,8.38e-05,8.75,22,0.2,10.0,0.35335415865212355,0.6372278534155216,1.2136090927681298,0.5075803223135147,0.19474016981392206,0.18663238765270068
S1140,8.38e-05,6.25,21,0.3,15.0,0.4604524968160855,1.0980769748681594,1.4983061579370698,0.5614943561928175,0.20075728547386018,0.1866784255234577
S166,2.93e-05,6.25,22,0.4,5.0,0.3903855219377766,0.36424810203851077,0.3617315589472037,0.24122694349156482,0.1697487356515731,0.1866939483616495
S1367,8.38e-05,8.75,22,0.4,7.5,0.2358818022326611,0.2470456881877653,0.9225570128144982,0.4379172435385973,0.17976032779800144,0.18686229723751696
S1041,8.38e-05,5.0,21,0.4,5.0,0.29349050504035723,0.34695462664485016,0.25159965555388747,0.19233305662771202,0.1647342838414025,0.18699813038363355
S1312,8.38e-05,8.75,20,0.3,7.5,0.46182678887435324,1.087594562983713,0.9255392711611886,0.43877637688402404,0.14040322602608687,0.18703225838217674
S741,5.65e-05,7.5,21,0.4,5.0,0.4295452992508004,0.6166301675802016,0.49505916573197206,0.29760966674499156,0.15790398630171834,0.1871366748050181
S464,2.93e-05,10.0,22,0.3,12.5,0.5697591277219214,1.2378371467606377,1.64150445188994,0.5844373510156677,0.19798737767344754,0.18730508818239625
S139,2.93e-05,6.25,21,0.3,12.5,0.6915754866533317,1.9066397018329553,1.2108837627208706,0.507016944373173,0.1323270324450838,0.1873070788752057
S439,2.93e-05,10.0,21,0.3,12.5,0.7333688529262731,2.5545298889096983,1.641978814593242,0.584548563765158,0.17026891805037028,0.18755004943128067
S473,2.93e-05,10.0,22,0.5,10.0,0.4355337027807242,0.5416290116111284,1.3497458093069454,0.534878821476184,0.18203368403224585,0.18757359874068225
S240,2.93e-05,7.5,21,0.3,15.0,0.733686605708168,2.5630303278962527,1.6416673355292941,0.5844908224941177,0.17040991079861223,0.1878332350543002
S1363,8.38e-05,8.75,22,0.3,10.0,0.3033333507598704,0.45562420268466464,1.2111003290552347,0.5070892252212831,0.2010158082168069,0.18802404674344067
S622,5.65e-05,6.25,20,0.5,7.5,0.4767327246646977,0.7906563065632626,0.6354084831167311,0.3496206008465467,0.1444059508823381,0.18810715344185966
S1313,8.38e-05,8.75,20,0.3,10.0,0.487112467875602,1.2741588592675168,1.2126811458668965,0.5075525907492049,0.16532387600952866,0.1882182794033219
S274,2.93e-05,7.5,22,0.5,12.5,0.43402653481309383,0.53765393389931,1.349140803573665,0.534725362896811,0.18248950105295228,0.18834550255456775
S821,5.65e-05,8.75,20,0.5,5.0,0.4774019305183245,0.7936345216244931,0.6363819666461528,0.3498853237238741,0.14453153702006694,0.1884116124418318
S968,5.65e-05,10.0,22,0.4,10.0,0.380883267164184,0.5286877536130077,1.3531636109741012,0.5356115192380947,0.20238297364961488,0.18845247495262193
S1054,8.38e-05,5.0,22,0.1,12.5,0.38694143777287016,0.807258038251183,1.0738827530812116,0.47630649589839397,0.17924082805461392,0.1884864824171195
S566,5.65e-05,5.0,22,0.4,5.0,0.2926145943382004,0.2473233335585857,0.2513335790229238,0.19205152275678766,0.16934174804362503,0.18871178486056261
S1120,8.38e-05,6.25,20,0.4,15.0,0.4729748934154327,1.1663508208105138,1.495224337985589,0.5609241671802235,0.19988299940698104,0.1887189171133283
S740,5.65e-05,7.5,21,0.3,15.0,0.6048107742443328,1.7146921137623838,1.6415392157061897,0.5844592282483819,0.19290790540479522,0.18896880183884704
S1947,0.000111,10.0,21,0.5,7.5,0.21389410417743238,0.34204358032338567,1.0661232952404445,0.47471720937759954,0.1843556602268919,0.18906732304659718
S160,2.93e-05,6.25,22,0.2,15.0,0.604901959596593,1.5414501727090173,1.5005312702349707,0.5618374423916238,0.18133812197959553,0.18925377621456968
S469,2.93e-05,10.0,22,0.4,12.5,0.523795472081593,0.933419363970725,1.6394734389147991,0.5841911088735154,0.20343379193509148,0.1892839841548697
S1164,8.38e-05,6.25,22,0.3,12.5,0.30303974962965535,0.45217678417933055,1.211784465577477,0.5072663250431182,0.20242841236478548,0.18935195775041685
S939,5.65e-05,10.0,21,0.3,12.5,0.6042496090439716,1.7084382245038559,1.6428442675085801,0.5847509210033939,0.19404870674682698,0.18959395341964397
S769,5.65e-05,7.5,22,0.4,12.5,0.37943447110854905,0.521292538332245,1.3521313060674929,0.5353397577882066,0.20365872969723728,0.18984067509740835
S1132,8.38e-05,6.25,21,0.2,7.5,0.416519880852112,0.8392639419617689,0.6407630529447063,0.35091914178415734,0.12935002532043924,0.19007290143191638
S1319,8.38e-05,8.75,20,0.4,12.5,0.4757026703129645,1.1863251752453405,1.4964400679444718,0.5612463963280693,0.20053259294285875,0.19019456378885627
S1540,0.000111,5.0,21,0.3,15.0,0.31374648834239,0.7103159271459996,1.3538078434283705,0.5355930610277658,0.20716190680353988,0.19020545483866086
S338,2.93e-05,8.75,21,0.3,10.0,0.6938274418772123,1.9377870565468682,1.2119448581611982,0.5073212597395611,0.1343511276137456,0.19034579184685785
S1748,0.000111,7.5,21,0.5,10.0,0.21285257846339045,0.3361652590516097,1.0644861202106626,0.47420988363991035,0.18539975863658584,0.1903561813841119
S1938,0.000111,10.0,21,0.3,10.0,0.31456547400929175,0.714657001203735,1.3542644811628624,0.5357001339037004,0.20752323993999397,0.19041224591736539
S450,2.93e-05,10.0,21,0.5,15.0,0.67765941819894,1.7420327049425572,1.9225193802090665,0.6232802273210211,0.2039845549414915,0.19041671295302706
S1862,0.000111,8.75,22,0.3,7.5,0.1653403247827956,0.24992871037665612,0.925687031012639,0.4387926958174737,0.2032935735212582,0.1904521426995431
S1035,8.38e-05,5.0,21,0.2,15.0,0.4868558270608243,1.297749145869963,1.3579687453153133,0.5364904680897067,0.18697222003611824,0.19062866817983834
S1549,0.000111,5.0,21,0.5,12.5,0.21250523779447808,0.3339507017070658,1.063196574998364,0.4738436689361886,0.18540552282231457,0.1906860656432436
S1739,0.000111,7.5,21,0.3,12.5,0.3147085374440115,0.7149355925834097,1.3550479845944576,0.5358935178654315,0.20797130987529155,0.19080487520495698
S1051,8.38e-05,5.0,22,0.1,5.0,0.2919840918533329,0.4070029376883625,0.2536559400919918,0.19060135503767242,0.15448589047477151,0.19108546057328438
S1663,0.000111,6.25,22,0.3,10.0,0.16307594142366955,0.24348850969876076,0.9240134507234776,0.43820953266968266,0.20426184876734585,0.19116641436564763
S270,2.93e-05,7.5,22,0.4,15.0,0.5221798371975817,0.9153009088179688,1.6391850661198244,0.5841188370245043,0.20546569116516264,0.1911870543825502
S1520,0.000111,5.0,20,0.4,15.0,0.3310418845499035,0.7782320749737219,1.3519639490791249,0.5353102859163504,0.20734368675294346,0.19120141016285755
S1253,8.38e-05,7.5,22,0.1,10.0,0.39125705621212337,0.8396852301811002,1.0755031667857733,0.4768727235145166,0.1831405226910321,0.19141358977198833
S1918,0.000111,10.0,20,0.4,10.0,0.33212584960830777,0.7836867541590349,1.3524267366102105,0.5354322851597882,0.2076268146005823,0.19151578235093397
S1719,0.000111,7.5,20,0.4,12.5,0.3309938537306005,0.7781785322693852,1.3524799082367782,0.5354277291159788,0.20774605977246086,0.19153686767898806
