Scenario,ground_r_value,infiltration,heating_set_point,cooling_set_point,heating_cop,cooling_cop,equipment_density,lighting_density,occupant_density,scheduled_ventilation_ach,dhw_flow_rate,Total Operational Energy,Natural Gas,Electricity
S513,3.288,0.5,20,23.1,0.8,4.5,5,5,0.013,0.1,1.58E-05,22602062.38,8739002.397,13863059.99
S514,3.288,0.5,20,23.1,0.8,4.5,5,5,0.013,0.1,0.000709,37295824.79,23431503.01,13864321.78
S515,3.288,0.5,20,23.1,0.8,4.5,5,5,0.013,1,1.58E-05,22966249.73,9103621.863,13862627.87
S516,3.288,0.5,20,23.1,0.8,4.5,5,5,0.013,1,0.000709,35778717.59,21915863.14,13862854.45
S517,3.288,0.5,20,23.1,0.8,4.5,5,5,0.103,0.1,1.58E-05,23768976.57,9388868.009,14380108.56
S518,3.288,0.5,20,23.1,0.8,4.5,5,5,0.103,0.1,0.000709,36666646.52,22304675.8,14361970.72
S519,3.288,0.5,20,23.1,0.8,4.5,5,5,0.103,1,1.58E-05,25871728.6,11491576,14380152.6
S520,3.288,0.5,20,23.1,0.8,4.5,5,5,0.103,1,0.000709,38690377.03,24329837.44,14360539.59
S521,3.288,0.5,20,23.1,0.8,4.5,5,15,0.013,0.1,1.58E-05,30687949.61,4648265.484,26039684.13
S522,3.288,0.5,20,23.1,0.8,4.5,5,15,0.013,0.1,0.000709,43436678.87,17389653.39,26047025.47
S523,3.288,0.5,20,23.1,0.8,4.5,5,15,0.013,1,1.58E-05,30941709.54,4917574.437,26024135.11
S524,3.288,0.5,20,23.1,0.8,4.5,5,15,0.013,1,0.000709,43788391.43,17768674.44,26019716.99
S525,3.288,0.5,20,23.1,0.8,4.5,5,15,0.103,0.1,1.58E-05,32090649.8,5530358.115,26560291.68
S526,3.288,0.5,20,23.1,0.8,4.5,5,15,0.103,0.1,0.000709,46777799.73,20233342.09,26544457.64
S527,3.288,0.5,20,23.1,0.8,4.5,5,15,0.103,1,1.58E-05,34212450.17,7675218.424,26537231.74
S528,3.288,0.5,20,23.1,0.8,4.5,5,15,0.103,1,0.000709,47040115.61,20489941.06,26550174.56
S529,3.288,0.5,20,23.1,0.8,4.5,15,5,0.013,0.1,1.58E-05,30554620.95,4457581.734,26097039.22
S530,3.288,0.5,20,23.1,0.8,4.5,15,5,0.013,0.1,0.000709,45264195.63,19176758.76,26087436.87
S531,3.288,0.5,20,23.1,0.8,4.5,15,5,0.013,1,1.58E-05,30808375.96,4745079.748,26063296.22
S532,3.288,0.5,20,23.1,0.8,4.5,15,5,0.013,1,0.000709,45511434.2,19451953.62,26059480.57
S533,3.288,0.5,20,23.1,0.8,4.5,15,5,0.103,0.1,1.58E-05,33661796.71,7156935.542,26504861.17
S534,3.288,0.5,20,23.1,0.8,4.5,15,5,0.103,0.1,0.000709,44850739.25,18260370.82,26590368.43
S535,3.288,0.5,20,23.1,0.8,4.5,15,5,0.103,1,1.58E-05,32228453.01,5659762.784,26568690.22
S536,3.288,0.5,20,23.1,0.8,4.5,15,5,0.103,1,0.000709,46945219.69,20375060.35,26570159.34
S537,3.288,0.5,20,23.1,0.8,4.5,15,15,0.013,0.1,1.58E-05,41226306.8,4408472.441,36817834.36
S538,3.288,0.5,20,23.1,0.8,4.5,15,15,0.013,0.1,0.000709,55084869.95,16816636.21,38268233.74
S539,3.288,0.5,20,23.1,0.8,4.5,15,15,0.013,1,1.58E-05,40584652.07,2321099.636,38263552.43
S540,3.288,0.5,20,23.1,0.8,4.5,15,15,0.013,1,0.000709,55239021.88,16992338.73,38246683.15
S541,3.288,0.5,20,23.1,0.8,4.5,15,15,0.103,0.1,1.58E-05,41749939.1,2970158.893,38779780.21
S542,3.288,0.5,20,23.1,0.8,4.5,15,15,0.103,0.1,0.000709,54616640.61,15844967.66,38771672.95
S543,3.288,0.5,20,23.1,0.8,4.5,15,15,0.103,1,1.58E-05,41974920.18,3220175.214,38754744.96
S544,3.288,0.5,20,23.1,0.8,4.5,15,15,0.103,1,0.000709,56648867.57,17869955.41,38778912.15
S545,3.288,0.5,20,23.1,0.8,5.5,5,5,0.013,0.1,1.58E-05,22224714.94,8822331.961,13402382.98
S546,3.288,0.5,20,23.1,0.8,5.5,5,5,0.013,0.1,0.000709,34999640.01,21595192.16,13404447.85
S547,3.288,0.5,20,23.1,0.8,5.5,5,5,0.013,1,1.58E-05,24231969.7,10825397.55,13406572.16
S548,3.288,0.5,20,23.1,0.8,5.5,5,5,0.013,1,0.000709,37102842.09,23709947.97,13392894.12
S549,3.288,0.5,20,23.1,0.8,5.5,5,5,0.103,0.1,1.58E-05,24924779.52,11157044.18,13767735.34
S550,3.288,0.5,20,23.1,0.8,5.5,5,5,0.103,0.1,0.000709,37879163.53,24064300.35,13814863.18
S551,3.288,0.5,20,23.1,0.8,5.5,5,5,0.103,1,1.58E-05,23542115.74,9739461.859,13802653.88
S552,3.288,0.5,20,23.1,0.8,5.5,5,5,0.103,1,0.000709,38156103.29,24350010.95,13806092.34
S553,3.288,0.5,20,23.1,0.8,5.5,5,15,0.013,0.1,1.58E-05,31054140.97,7078807.816,23975333.16
S554,3.288,0.5,20,23.1,0.8,5.5,5,15,0.013,0.1,0.000709,44722026.16,19287596.88,25434429.28
S555,3.288,0.5,20,23.1,0.8,5.5,5,15,0.013,1,1.58E-05,30331195.64,4899660.588,25431535.05
S556,3.288,0.5,20,23.1,0.8,5.5,5,15,0.013,1,0.000709,44986430.77,19569735.07,25416695.71
S557,3.288,0.5,20,23.1,0.8,5.5,5,15,0.103,0.1,1.58E-05,31386022.05,5537289.534,25848732.51
S558,3.288,0.5,20,23.1,0.8,5.5,5,15,0.103,0.1,0.000709,44248485.86,18415036.28,25833449.58
S559,3.288,0.5,20,23.1,0.8,5.5,5,15,0.103,1,1.58E-05,31629644.51,5783099.226,25846545.29
S560,3.288,0.5,20,23.1,0.8,5.5,5,15,0.103,1,0.000709,46340195.12,20500601.62,25839593.5
S561,3.288,0.5,20,23.1,0.8,5.5,15,5,0.013,0.1,1.58E-05,29967488.03,4509394.309,25458093.73
S562,3.288,0.5,20,23.1,0.8,5.5,15,5,0.013,0.1,0.000709,44652979.75,19205078.27,25447901.47
S563,3.288,0.5,20,23.1,0.8,5.5,15,5,0.013,1,1.58E-05,30240350.9,4787180.846,25453170.06
S564,3.288,0.5,20,23.1,0.8,5.5,15,5,0.013,1,0.000709,44906311.81,19461687.94,25444623.87
S565,3.288,0.5,20,23.1,0.8,5.5,15,5,0.103,0.1,1.58E-05,32964593.53,7133975.819,25830617.71
S566,3.288,0.5,20,23.1,0.8,5.5,15,5,0.103,0.1,0.000709,45940812.87,20074552.14,25866260.73
S567,3.288,0.5,20,23.1,0.8,5.5,15,5,0.103,1,1.58E-05,33372276.12,7519726.078,25852550.05
S568,3.288,0.5,20,23.1,0.8,5.5,15,5,0.103,1,0.000709,46196242.49,20333233.22,25863009.27
S569,3.288,0.5,20,23.1,0.8,5.5,15,15,0.013,0.1,1.58E-05,40425151.25,4386628.171,36038523.08
S570,3.288,0.5,20,23.1,0.8,5.5,15,15,0.013,0.1,0.000709,54305138.61,16814971.12,37490167.49
S571,3.288,0.5,20,23.1,0.8,5.5,15,15,0.013,1,1.58E-05,41607633.15,4131457.599,37476175.55
S572,3.288,0.5,20,23.1,0.8,5.5,15,15,0.013,1,0.000709,54488158.02,17010261.34,37477896.68
S573,3.288,0.5,20,23.1,0.8,5.5,15,15,0.103,0.1,1.58E-05,40898095.26,2992572.232,37905523.03
S574,3.288,0.5,20,23.1,0.8,5.5,15,15,0.103,0.1,0.000709,55551905.27,17649991.64,37901913.64
S575,3.288,0.5,20,23.1,0.8,5.5,15,15,0.103,1,1.58E-05,42914883.68,5019249.221,37895634.46
S576,3.288,0.5,20,23.1,0.8,5.5,15,15,0.103,1,0.000709,55791217.21,17895445.93,37895771.28
S577,3.288,0.5,20,23.1,0.95,4.5,5,5,0.013,0.1,1.58E-05,21369865,7493971.618,13875893.38
S578,3.288,0.5,20,23.1,0.95,4.5,5,5,0.013,0.1,0.000709,35993631.5,22110076.66,13883554.84
S579,3.288,0.5,20,23.1,0.95,4.5,5,5,0.013,1,1.58E-05,21578660.6,7717485.008,13861175.59
S580,3.288,0.5,20,23.1,0.95,4.5,5,5,0.013,1,0.000709,34366493.32,20500886.28,13865607.04
S581,3.288,0.5,20,23.1,0.95,4.5,5,5,0.103,0.1,1.58E-05,22352738.42,7980008.096,14372730.33
S582,3.288,0.5,20,23.1,0.95,4.5,5,5,0.103,0.1,0.000709,36986886.65,22616649.73,14370236.92
S583,3.288,0.5,20,23.1,0.95,4.5,5,5,0.103,1,1.58E-05,22581751.28,8222428.732,14359322.55
S584,3.288,0.5,20,23.1,0.95,4.5,5,5,0.103,1,0.000709,37232522.97,22871443.67,14361079.3
S585,3.288,0.5,20,23.1,0.95,4.5,5,15,0.013,0.1,1.58E-05,30040640.85,3990049.618,26050591.23
S586,3.288,0.5,20,23.1,0.95,4.5,5,15,0.013,0.1,0.000709,44642661.68,18598085.73,26044575.95
S587,3.288,0.5,20,23.1,0.95,4.5,5,15,0.013,1,1.58E-05,30187923.04,4151720.008,26036203.03
S588,3.288,0.5,20,23.1,0.95,4.5,5,15,0.013,1,0.000709,44932975.15,18904352,26028623.15
S589,3.288,0.5,20,23.1,0.95,4.5,5,15,0.103,0.1,1.58E-05,31290129.86,4729400.839,26560729.02
S590,3.288,0.5,20,23.1,0.95,4.5,5,15,0.103,0.1,0.000709,45969481.77,19406119.66,26563362.11
S591,3.288,0.5,20,23.1,0.95,4.5,5,15,0.103,1,1.58E-05,31521608.69,4987405.79,26534202.9
S592,3.288,0.5,20,23.1,0.95,4.5,5,15,0.103,1,0.000709,44324480.39,17791439.95,26533040.43
S593,3.288,0.5,20,23.1,0.95,4.5,15,5,0.013,0.1,1.58E-05,29930640.16,3849910.027,26080730.14
S594,3.288,0.5,20,23.1,0.95,4.5,15,5,0.013,0.1,0.000709,44612883.4,18519852.46,26093030.94
S595,3.288,0.5,20,23.1,0.95,4.5,15,5,0.013,1,1.58E-05,30114375.46,4054358.241,26060017.22
S596,3.288,0.5,20,23.1,0.95,4.5,15,5,0.013,1,0.000709,44819745.05,18763614.45,26056130.6
S597,3.288,0.5,20,23.1,0.95,4.5,15,5,0.103,0.1,1.58E-05,31203105.82,4620802.192,26582303.63
S598,3.288,0.5,20,23.1,0.95,4.5,15,5,0.103,0.1,0.000709,45860350.87,19282448.07,26577902.8
S599,3.288,0.5,20,23.1,0.95,4.5,15,5,0.103,1,1.58E-05,31412149.12,4834765.241,26577383.88
S600,3.288,0.5,20,23.1,0.95,4.5,15,5,0.103,1,0.000709,46088024.1,19510971.07,26577053.03
S601,3.288,0.5,20,23.1,0.95,4.5,15,15,0.013,0.1,1.58E-05,40137690.46,1855006.702,38282683.76
S602,3.288,0.5,20,23.1,0.95,4.5,15,15,0.013,0.1,0.000709,52948476.13,14677387,38271089.13
S603,3.288,0.5,20,23.1,0.95,4.5,15,15,0.013,1,1.58E-05,42069310.81,3814274.307,38255036.5
S604,3.288,0.5,20,23.1,0.95,4.5,15,15,0.013,1,0.000709,54949710.49,16690243.51,38259466.99
S605,3.288,0.5,20,23.1,0.95,4.5,15,15,0.103,0.1,1.58E-05,41340718.48,2561399.474,38779319
S606,3.288,0.5,20,23.1,0.95,4.5,15,15,0.103,0.1,0.000709,56020448.73,17258421.4,38762027.33
S607,3.288,0.5,20,23.1,0.95,4.5,15,15,0.103,1,1.58E-05,41541445.72,2776073.945,38765371.77
S608,3.288,0.5,20,23.1,0.95,4.5,15,15,0.103,1,0.000709,54378094.53,15607319.65,38770774.88
S609,3.288,0.5,20,23.1,0.95,5.5,5,5,0.013,0.1,1.58E-05,20861148.05,7446171.389,13414976.66
S610,3.288,0.5,20,23.1,0.95,5.5,5,5,0.013,0.1,0.000709,35517800.74,22106914.47,13410886.28
S611,3.288,0.5,20,23.1,0.95,5.5,5,5,0.013,1,1.58E-05,22898067.59,9497959.026,13400108.57
S612,3.288,0.5,20,23.1,0.95,5.5,5,5,0.013,1,0.000709,35727967.14,22328485.13,13399482.01
S613,3.288,0.5,20,23.1,0.95,5.5,5,5,0.103,0.1,1.58E-05,23506965.83,9746925.228,13760040.6
S614,3.288,0.5,20,23.1,0.95,5.5,5,5,0.103,0.1,0.000709,36466022.68,22651831.89,13814190.79
S615,3.288,0.5,20,23.1,0.95,5.5,5,5,0.103,1,1.58E-05,23836281.41,10028723.5,13807557.91
S616,3.288,0.5,20,23.1,0.95,5.5,5,5,0.103,1,0.000709,36689324.89,22872401.54,13816923.35
S617,3.288,0.5,20,23.1,0.95,5.5,5,15,0.013,0.1,1.58E-05,29385151.67,3949175.738,25435975.94
S618,3.288,0.5,20,23.1,0.95,5.5,5,15,0.013,0.1,0.000709,44016605.01,18589711.36,25426893.64
S619,3.288,0.5,20,23.1,0.95,5.5,5,15,0.013,1,1.58E-05,29622782.25,4212870.95,25409911.3
S620,3.288,0.5,20,23.1,0.95,5.5,5,15,0.013,1,0.000709,42421851.89,17012184.37,25409667.52
S621,3.288,0.5,20,23.1,0.95,5.5,5,15,0.103,0.1,1.58E-05,30542605.72,4702996.081,25839609.64
S622,3.288,0.5,20,23.1,0.95,5.5,5,15,0.103,0.1,0.000709,43405765.97,17548237.4,25857528.57
S623,3.288,0.5,20,23.1,0.95,5.5,5,15,0.103,1,1.58E-05,30800433.94,4963616.637,25836817.31
S624,3.288,0.5,20,23.1,0.95,5.5,5,15,0.103,1,0.000709,45459432.83,19631914.71,25827518.13
S625,3.288,0.5,20,23.1,0.95,5.5,15,5,0.013,0.1,1.58E-05,29303287.01,3855917.742,25447369.27
S626,3.288,0.5,20,23.1,0.95,5.5,15,5,0.013,0.1,0.000709,40314867.17,14864329.77,25450537.4
S627,3.288,0.5,20,23.1,0.95,5.5,15,5,0.013,1,1.58E-05,29516770.36,4071845.633,25444924.73
S628,3.288,0.5,20,23.1,0.95,5.5,15,5,0.013,1,0.000709,44214439.55,18766362.81,25448076.74
S629,3.288,0.5,20,23.1,0.95,5.5,15,5,0.103,0.1,1.58E-05,30441421.1,4566536.086,25874885.02
S630,3.288,0.5,20,23.1,0.95,5.5,15,5,0.103,0.1,0.000709,45145813.37,19284426.29,25861387.08
S631,3.288,0.5,20,23.1,0.95,5.5,15,5,0.103,1,1.58E-05,30717550.32,4859405.315,25858145.01
S632,3.288,0.5,20,23.1,0.95,5.5,15,5,0.103,1,0.000709,45379362.2,19540063.84,25839298.37
S633,3.288,0.5,20,23.1,0.95,5.5,15,15,0.013,0.1,1.58E-05,39348415.26,1860387.833,37488027.43
S634,3.288,0.5,20,23.1,0.95,5.5,15,15,0.013,0.1,0.000709,54012339.59,16520895.97,37491443.61
S635,3.288,0.5,20,23.1,0.95,5.5,15,15,0.013,1,1.58E-05,39496696.77,2013812.411,37482884.36
S636,3.288,0.5,20,23.1,0.95,5.5,15,15,0.013,1,0.000709,54170289.96,16691447.14,37478842.82
S637,3.288,0.5,20,23.1,0.95,5.5,15,15,0.103,0.1,1.58E-05,40470880.17,2564436.573,37906443.59
S638,3.288,0.5,20,23.1,0.95,5.5,15,15,0.103,0.1,0.000709,55152150.38,17250494.63,37901655.75
S639,3.288,0.5,20,23.1,0.95,5.5,15,15,0.103,1,1.58E-05,42435280.65,4549683.374,37885597.28
S640,3.288,0.5,20,23.1,0.95,5.5,15,15,0.103,1,0.000709,55322789.19,17424993.9,37897795.28
S641,3.288,0.5,20,26,0.8,4.5,5,5,0.013,0.1,1.58E-05,21534789.2,8749942.186,12784847.02
S642,3.288,0.5,20,26,0.8,4.5,5,5,0.013,0.1,0.000709,36222445.4,23435979.75,12786465.65
S643,3.288,0.5,20,26,0.8,4.5,5,5,0.013,1,1.58E-05,21847885.79,9057633.525,12790252.27
S644,3.288,0.5,20,26,0.8,4.5,5,5,0.013,1,0.000709,36511649.66,23726356.38,12785293.28
S645,3.288,0.5,20,26,0.8,4.5,5,5,0.103,0.1,1.58E-05,22496261.49,9419017.656,13077243.83
S646,3.288,0.5,20,26,0.8,4.5,5,5,0.103,0.1,0.000709,37119087.29,24040448.66,13078638.63
S647,3.288,0.5,20,26,0.8,4.5,5,5,0.103,1,1.58E-05,24516044.51,11456275.79,13059768.72
S648,3.288,0.5,20,26,0.8,4.5,5,5,0.103,1,0.000709,37452273.3,24388586.91,13063686.39
S649,3.288,0.5,20,26,0.8,4.5,5,15,0.013,0.1,1.58E-05,30500971.74,7126605.647,23374366.09
S650,3.288,0.5,20,26,0.8,4.5,5,15,0.013,0.1,0.000709,44107785.62,19263174.91,24844610.71
S651,3.288,0.5,20,26,0.8,4.5,5,15,0.013,1,1.58E-05,29756669.65,4937846.077,24818823.57
S652,3.288,0.5,20,26,0.8,4.5,5,15,0.013,1,0.000709,44403125.86,19593205.7,24809920.16
S653,3.288,0.5,20,26,0.8,4.5,5,15,0.103,0.1,1.58E-05,30667269.18,5538387.701,25128881.48
S654,3.288,0.5,20,26,0.8,4.5,5,15,0.103,0.1,0.000709,45330680.26,20184236.38,25146443.89
S655,3.288,0.5,20,26,0.8,4.5,5,15,0.103,1,1.58E-05,30948931.91,5835618.868,25113313.04
S656,3.288,0.5,20,26,0.8,4.5,5,15,0.103,1,0.000709,43788198.62,18691880.9,25096317.71
S657,3.288,0.5,20,26,0.8,4.5,15,5,0.013,0.1,1.58E-05,29326231.45,4460278.899,24865952.55
S658,3.288,0.5,20,26,0.8,4.5,15,5,0.013,0.1,0.000709,42255562.66,17386479.63,24869083.03
S659,3.288,0.5,20,26,0.8,4.5,15,5,0.013,1,1.58E-05,29612268.19,4764279.685,24847988.51
S660,3.288,0.5,20,26,0.8,4.5,15,5,0.013,1,0.000709,44273442.2,19433766.48,24839675.72
S661,3.288,0.5,20,26,0.8,4.5,15,5,0.103,0.1,1.58E-05,32275128.35,7151807.615,25123320.73
S662,3.288,0.5,20,26,0.8,4.5,15,5,0.103,0.1,0.000709,45240036.29,20083152.97,25156883.32
S663,3.288,0.5,20,26,0.8,4.5,15,5,0.103,1,1.58E-05,30850427.36,5714776.047,25135651.32
S664,3.288,0.5,20,26,0.8,4.5,15,5,0.103,1,0.000709,45531205.48,20402597.24,25128608.24
S665,3.288,0.5,20,26,0.8,4.5,15,15,0.013,0.1,1.58E-05,39144071.36,2147864.196,36996207.16
S666,3.288,0.5,20,26,0.8,4.5,15,15,0.013,0.1,0.000709,53782500.12,16790450.69,36992049.43
S667,3.288,0.5,20,26,0.8,4.5,15,15,0.013,1,1.58E-05,39294041.64,2337140.519,36956901.12
S668,3.288,0.5,20,26,0.8,4.5,15,15,0.013,1,0.000709,52119593.07,15157428.4,36962164.66
S669,3.288,0.5,20,26,0.8,4.5,15,15,0.103,0.1,1.58E-05,41982983.88,4746045.912,37236937.97
S670,3.288,0.5,20,26,0.8,4.5,15,15,0.103,0.1,0.000709,54930481.04,17648227.75,37282253.3
S671,3.288,0.5,20,26,0.8,4.5,15,15,0.103,1,1.58E-05,40456603.23,3207442.568,37249160.66
S672,3.288,0.5,20,26,0.8,4.5,15,15,0.103,1,0.000709,55126333.12,17863904.35,37262428.77
S673,3.288,0.5,20,26,0.8,5.5,5,5,0.013,0.1,1.58E-05,21264500.6,8736628.995,12527871.61
S674,3.288,0.5,20,26,0.8,5.5,5,5,0.013,0.1,0.000709,35950627.34,23422493.24,12528134.1
S675,3.288,0.5,20,26,0.8,5.5,5,5,0.013,1,1.58E-05,21551145.94,9030728.278,12520417.66
S676,3.288,0.5,20,26,0.8,5.5,5,5,0.013,1,0.000709,36274138.46,23755629.41,12518509.05
S677,3.288,0.5,20,26,0.8,5.5,5,5,0.103,0.1,1.58E-05,22163067.9,9408949.769,12754118.13
S678,3.288,0.5,20,26,0.8,5.5,5,5,0.103,0.1,0.000709,36859289.12,24100020.05,12759269.07
S679,3.288,0.5,20,26,0.8,5.5,5,5,0.103,1,1.58E-05,22412600.55,9674627.295,12737973.25
S680,3.288,0.5,20,26,0.8,5.5,5,5,0.103,1,0.000709,37079037.2,24336607.79,12742429.42
S681,3.288,0.5,20,26,0.8,5.5,5,15,0.013,0.1,1.58E-05,29073229.84,4634434.128,24438795.71
S682,3.288,0.5,20,26,0.8,5.5,5,15,0.013,0.1,0.000709,43775924.85,19332725.71,24443199.14
S683,3.288,0.5,20,26,0.8,5.5,5,15,0.013,1,1.58E-05,29276689.92,4855518.961,24421170.96
S684,3.288,0.5,20,26,0.8,5.5,5,15,0.013,1,0.000709,44033674.81,19601726.71,24431948.11
S685,3.288,0.5,20,26,0.8,5.5,5,15,0.103,0.1,1.58E-05,30213686.87,5535727.932,24677958.94
S686,3.288,0.5,20,26,0.8,5.5,5,15,0.103,0.1,0.000709,44924342.48,20248057.85,24676284.63
S687,3.288,0.5,20,26,0.8,5.5,5,15,0.103,1,1.58E-05,30493894.26,5832318.898,24661575.36
S688,3.288,0.5,20,26,0.8,5.5,5,15,0.103,1,0.000709,45164710.42,20499523.37,24665187.05
S689,3.288,0.5,20,26,0.8,5.5,15,5,0.013,0.1,1.58E-05,28975708.62,4505606.828,24470101.79
S690,3.288,0.5,20,26,0.8,5.5,15,5,0.013,0.1,0.000709,43643756.8,19184293,24459463.8
S691,3.288,0.5,20,26,0.8,5.5,15,5,0.013,1,1.58E-05,29179957.37,4727256.255,24452701.11
S692,3.288,0.5,20,26,0.8,5.5,15,5,0.013,1,0.000709,43911452.58,19456974.78,24454477.8
S693,3.288,0.5,20,26,0.8,5.5,15,5,0.103,0.1,1.58E-05,30098561.93,5399224.908,24699337.03
S694,3.288,0.5,20,26,0.8,5.5,15,5,0.103,0.1,0.000709,44792924.35,20093169.63,24699754.72
S695,3.288,0.5,20,26,0.8,5.5,15,5,0.103,1,1.58E-05,30358593.25,5666667.281,24691925.97
S696,3.288,0.5,20,26,0.8,5.5,15,5,0.103,1,0.000709,45066124.55,20379236.87,24686887.68
S697,3.288,0.5,20,26,0.8,5.5,15,15,0.013,0.1,1.58E-05,38572344.26,2129203.139,36443141.12
S698,3.288,0.5,20,26,0.8,5.5,15,15,0.013,0.1,0.000709,53246346.88,16798851.57,36447495.3
S699,3.288,0.5,20,26,0.8,5.5,15,15,0.013,1,1.58E-05,38728108.34,2300485.371,36427622.97
S700,3.288,0.5,20,26,0.8,5.5,15,15,0.013,1,0.000709,53409917.07,16995950,36413967.08
S701,3.288,0.5,20,26,0.8,5.5,15,15,0.103,0.1,1.58E-05,39658709.09,2973353.104,36685355.99
S702,3.288,0.5,20,26,0.8,5.5,15,15,0.103,0.1,0.000709,54326579.35,17639834.98,36686744.37
S703,3.288,0.5,20,26,0.8,5.5,15,15,0.103,1,1.58E-05,39876048.63,3210757.586,36665291.04
S704,3.288,0.5,20,26,0.8,5.5,15,15,0.103,1,0.000709,52727112.94,16077267.78,36649845.16
S705,3.288,0.5,20,26,0.95,4.5,5,5,0.013,0.1,1.58E-05,20222371.98,7431332.388,12791039.59
S706,3.288,0.5,20,26,0.95,4.5,5,5,0.013,0.1,0.000709,34917017.76,22129572.44,12787445.33
S707,3.288,0.5,20,26,0.95,4.5,5,5,0.013,1,1.58E-05,20435085.84,7652681.201,12782404.63
S708,3.288,0.5,20,26,0.95,4.5,5,5,0.013,1,0.000709,35148740.45,22376429.91,12772310.54
S709,3.288,0.5,20,26,0.95,4.5,5,5,0.103,0.1,1.58E-05,21041148.85,7973215.86,13067932.99
S710,3.288,0.5,20,26,0.95,4.5,5,5,0.103,0.1,0.000709,35713966.31,22637372.26,13076594.06
S711,3.288,0.5,20,26,0.95,4.5,5,5,0.103,1,1.58E-05,21284037.15,8211239.248,13072797.9
S712,3.288,0.5,20,26,0.95,4.5,5,5,0.103,1,0.000709,36026410.34,22975022.7,13051387.64
S713,3.288,0.5,20,26,0.95,4.5,5,15,0.013,0.1,1.58E-05,28767745.21,3926792.384,24840952.82
S714,3.288,0.5,20,26,0.95,4.5,5,15,0.013,0.1,0.000709,43467124.84,18627817.28,24839307.56
S715,3.288,0.5,20,26,0.95,4.5,5,15,0.013,1,1.58E-05,28970568.83,4163296.545,24807272.29
S716,3.288,0.5,20,26,0.95,4.5,5,15,0.013,1,0.000709,43683846.61,18879442.75,24804403.86
S717,3.288,0.5,20,26,0.95,4.5,5,15,0.103,0.1,1.58E-05,29850487.96,4722553.192,25127934.77
S718,3.288,0.5,20,26,0.95,4.5,5,15,0.103,0.1,0.000709,44526735.73,19382123.42,25144612.31
S719,3.288,0.5,20,26,0.95,4.5,5,15,0.103,1,1.58E-05,30084387.9,4964272.832,25120115.06
S720,3.288,0.5,20,26,0.95,4.5,5,15,0.103,1,0.000709,44750563.67,19649408.32,25101155.35
S721,3.288,0.5,20,26,0.95,4.5,15,5,0.013,0.1,1.58E-05,28684514.57,3820503.852,24864010.72
S722,3.288,0.5,20,26,0.95,4.5,15,5,0.013,0.1,0.000709,43356174.48,18477936.24,24878238.24
S723,3.288,0.5,20,26,0.95,4.5,15,5,0.013,1,1.58E-05,28927931.26,4080579.15,24847352.11
S724,3.288,0.5,20,26,0.95,4.5,15,5,0.013,1,0.000709,41737317.22,16891659,24845658.23
S725,3.288,0.5,20,26,0.95,4.5,15,5,0.103,0.1,1.58E-05,29759358.17,4602755.224,25156602.95
S726,3.288,0.5,20,26,0.95,4.5,15,5,0.103,0.1,0.000709,46456797.39,19784596.28,26672201.11
S727,3.288,0.5,20,26,0.95,4.5,15,5,0.103,1,1.58E-05,29966264.96,4824448.017,25141816.94
S728,3.288,0.5,20,26,0.95,4.5,15,5,0.103,1,0.000709,44672668.9,19541202.48,25131466.42
S729,3.288,0.5,20,26,0.95,4.5,15,15,0.013,0.1,1.58E-05,39563172.41,4070573.555,35492598.85
S730,3.288,0.5,20,26,0.95,4.5,15,15,0.013,0.1,0.000709,53506878.46,16518282.17,36988596.29
S731,3.288,0.5,20,26,0.95,4.5,15,15,0.013,1,1.58E-05,38971198.99,2003123.095,36968075.89
S732,3.288,0.5,20,26,0.95,4.5,15,15,0.013,1,0.000709,53662404.4,16689364.91,36973039.49
S733,3.288,0.5,20,26,0.95,4.5,15,15,0.103,0.1,1.58E-05,39864500.45,2585030.435,37279470.01
S734,3.288,0.5,20,26,0.95,4.5,15,15,0.103,0.1,0.000709,54515348.46,17242620.93,37272727.53
S735,3.288,0.5,20,26,0.95,4.5,15,15,0.103,1,1.58E-05,40033398.17,2790336.21,37243061.96
S736,3.288,0.5,20,26,0.95,4.5,15,15,0.103,1,0.000709,54679155.13,17436270.34,37242884.79
S737,3.288,0.5,20,26,0.95,5.5,5,5,0.013,0.1,1.58E-05,19952844.39,7427534.396,12525309.99
S738,3.288,0.5,20,26,0.95,5.5,5,5,0.013,0.1,0.000709,34663273.13,22134919.69,12528353.44
S739,3.288,0.5,20,26,0.95,5.5,5,5,0.013,1,1.58E-05,20197836.13,7689042.546,12508793.59
S740,3.288,0.5,20,26,0.95,5.5,5,5,0.013,1,0.000709,34880104.1,22365704.04,12514400.06
S741,3.288,0.5,20,26,0.95,5.5,5,5,0.103,0.1,1.58E-05,20736730.37,7984725.998,12752004.37
S742,3.288,0.5,20,26,0.95,5.5,5,5,0.103,0.1,0.000709,35406116.57,22639431.64,12766684.93
S743,3.288,0.5,20,26,0.95,5.5,5,5,0.103,1,1.58E-05,20997135,8246369.867,12750765.13
S744,3.288,0.5,20,26,0.95,5.5,5,5,0.103,1,0.000709,35660715.76,22917293.69,12743422.07
S745,3.288,0.5,20,26,0.95,5.5,5,15,0.013,0.1,1.58E-05,28385386.07,3936551.062,24448835
S746,3.288,0.5,20,26,0.95,5.5,5,15,0.013,0.1,0.000709,43078966.05,18629183.68,24449782.37
S747,3.288,0.5,20,26,0.95,5.5,5,15,0.013,1,1.58E-05,28588609.4,4172685.251,24415924.15
